unixtime, personID, onomatopeiaID, session, talk_tone, talk_speed, display
1758353404277, L, 4, 4, 100, 100, True
unixtime(ms), ch1, ch2, ch3, ch4, ch5, ch6, ch7, ch8
1758353404435, 3, 10, 727, 98, 339, 283, 1, 2
1758353404435, 3, 8, 721, 101, 341, 285, 11, 3
1758353404435, 3, 7, 728, 98, 339, 293, 2, 4
1758353404435, 5, 8, 719, 99, 337, 287, 1, 3
1758353404435, 7, 6, 727, 97, 337, 285, 2, 3
1758353404435, 2, 4, 723, 95, 342, 282, 1, 3
1758353404435, 13, 4, 721, 95, 340, 284, 1, 2
1758353404437, 1, 3, 727, 97, 339, 281, 2, 3
1758353404437, 2, 4, 728, 96, 339, 285, 4, 3
1758353404439, 5, 4, 721, 98, 342, 285, 1, 8
1758353404439, 3, 3, 727, 98, 350, 284, 5, 4
1758353404440, 4, 4, 721, 98, 344, 281, 2, 3
1758353404440, 10, 10, 721, 96, 339, 281, 2, 3
1758353404441, 1, 6, 721, 97, 339, 282, 2, 3
1758353404454, 4, 6, 720, 97, 337, 282, 2, 3
1758353404454, 6, 6, 727, 98, 343, 285, 2, 3
1758353404454, 4, 7, 727, 97, 338, 286, 2, 12
1758353404454, 17, 8, 731, 99, 342, 287, 2, 3
1758353404454, 1, 8, 727, 97, 342, 284, 2, 2
1758353404454, 7, 10, 732, 99, 340, 285, 2, 4
1758353404454, 1, 9, 724, 100, 339, 282, 2, 3
1758353404454, 4, 8, 729, 98, 338, 282, 2, 3
1758353404454, 3, 23, 721, 102, 337, 283, 2, 3
1758353404454, 4, 9, 723, 97, 337, 286, 2, 3
1758353404454, 3, 18, 727, 97, 345, 284, 1, 3
1758353404454, 3, 21, 719, 96, 335, 283, 1, 3
1758353404454, 2, 20, 736, 97, 336, 284, 1, 3
1758353404467, 0, 6, 721, 97, 339, 285, 2, 3
1758353404467, 4, 4, 723, 96, 339, 283, 1, 3
1758353404467, 4, 9, 726, 97, 336, 295, 2, 4
1758353404467, 4, 5, 728, 95, 339, 283, 2, 4
1758353404467, 4, 3, 731, 94, 337, 287, 1, 4
1758353404467, 1, 4, 736, 97, 338, 288, 1, 3
1758353404467, 3, 20, 736, 97, 335, 286, 2, 3
1758353404467, 4, 16, 728, 94, 340, 283, 2, 3
1758353404467, 4, 7, 728, 95, 338, 282, 1, 3
1758353404467, 2, 7, 736, 97, 341, 285, 3, 3
1758353404467, 6, 22, 731, 96, 336, 284, 9, 3
1758353404467, 3, 10, 728, 98, 337, 287, 1, 4
1758353404479, 3, 9, 735, 95, 342, 284, 2, 3
1758353404479, 4, 9, 735, 95, 341, 285, 6, 4
1758353404479, 3, 8, 732, 95, 335, 287, 11, 3
1758353404479, 6, 8, 733, 99, 337, 283, 3, 1
1758353404479, 5, 21, 729, 95, 344, 283, 1, 3
1758353404479, 4, 22, 723, 95, 339, 284, 2, 3
1758353404479, 9, 7, 723, 96, 335, 283, 2, 3
1758353404479, 1, 5, 728, 95, 342, 284, 2, 3
1758353404479, 3, 18, 730, 96, 335, 285, 1, 3
1758353404479, 6, 5, 738, 96, 339, 283, 2, 3
1758353404479, 3, 5, 728, 99, 335, 285, 2, 6
1758353404479, 1, 4, 723, 98, 340, 285, 1, 3
1758353404492, 2, 3, 728, 100, 339, 283, 2, 2
1758353404492, 3, 4, 735, 102, 337, 292, 1, 1
1758353404492, 5, 4, 725, 97, 337, 290, 2, 3
1758353404492, 0, 5, 736, 94, 337, 283, 2, 3
1758353404492, 3, 5, 731, 105, 344, 283, 2, 3
1758353404492, 1, 7, 731, 94, 341, 282, 2, 3
1758353404492, 3, 8, 728, 96, 338, 285, 2, 4
1758353404492, 6, 7, 731, 96, 342, 285, 2, 4
1758353404492, 4, 8, 723, 98, 337, 285, 2, 4
1758353404492, 3, 24, 723, 98, 341, 285, 0, 4
1758353404492, 5, 11, 736, 99, 336, 285, 2, 3
1758353404492, 0, 22, 736, 99, 339, 289, 2, 3
1758353404492, 4, 9, 732, 97, 337, 283, 2, 3
1758353404492, 1, 7, 730, 98, 337, 283, 2, 2
1758353404506, 9, 19, 728, 99, 336, 283, 3, 3
1758353404506, 2, 21, 728, 102, 334, 287, 2, 4
1758353404506, 3, 5, 728, 93, 336, 283, 4, 4
1758353404506, 4, 5, 735, 94, 339, 284, 7, 3
1758353404506, 7, 4, 723, 94, 339, 283, 2, 3
1758353404506, 4, 6, 731, 93, 340, 283, 2, 3
1758353404506, 6, 4, 723, 95, 347, 286, 2, 3
1758353404506, 5, 4, 731, 97, 337, 295, 1, 2
1758353404506, 1, 4, 731, 95, 338, 287, 2, 3
1758353404506, 3, 6, 727, 95, 341, 287, 2, 2
1758353404506, 2, 6, 728, 94, 338, 286, 4, 3
1758353404506, 2, 6, 736, 95, 337, 287, 2, 3
1758353404506, 3, 7, 728, 105, 339, 284, 2, 4
1758353404519, 2, 8, 732, 95, 341, 289, 1, 3
1758353404519, 3, 7, 723, 96, 340, 288, 2, 3
1758353404519, 4, 10, 722, 98, 341, 284, 2, 3
1758353404519, 2, 8, 736, 95, 338, 286, 2, 6
1758353404519, 5, 9, 723, 93, 340, 289, 2, 4
1758353404519, 13, 8, 730, 94, 340, 284, 1, 3
1758353404519, 1, 6, 735, 93, 342, 284, 2, 3
1758353404519, 1, 5, 739, 95, 334, 286, 2, 3
1758353404519, 2, 3, 731, 96, 339, 283, 2, 5
1758353404519, 1, 3, 732, 94, 337, 283, 1, 3
1758353404519, 3, 3, 728, 96, 338, 286, 2, 2
1758353404519, 4, 2, 730, 97, 338, 283, 1, 3
1758353404519, 2, 4, 723, 95, 337, 283, 3, 4
1758353404533, 0, 19, 730, 94, 337, 283, 1, 2
1758353404533, 3, 6, 736, 98, 339, 285, 1, 4
1758353404533, 7, 5, 727, 96, 339, 287, 3, 3
1758353404533, 4, 5, 733, 93, 343, 285, 1, 3
1758353404533, 12, 6, 728, 95, 341, 294, 2, 3
1758353404533, 5, 7, 733, 97, 341, 284, 3, 3
1758353404533, 3, 7, 728, 96, 337, 295, 2, 5
1758353404533, 3, 8, 730, 105, 341, 288, 8, 3
1758353404533, 14, 22, 728, 96, 339, 284, 1, 4
1758353404533, 4, 24, 725, 95, 337, 285, 3, 4
1758353404533, 4, 10, 725, 96, 340, 291, 1, 1
1758353404533, 4, 8, 723, 95, 339, 283, 2, 3
1758353404533, 3, 7, 722, 96, 339, 284, 2, 3
1758353404533, 4, 5, 731, 97, 337, 286, 3, 2
1758353404533, 5, 5, 720, 96, 342, 283, 2, 3
1758353404547, 5, 4, 727, 97, 339, 285, 2, 2
1758353404547, 1, 4, 728, 97, 341, 285, 1, 3
1758353404547, 2, 3, 723, 94, 340, 286, 1, 4
1758353404547, 7, 3, 731, 95, 337, 285, 1, 3
1758353404547, 7, 4, 725, 103, 338, 294, 3, 3
1758353404547, 6, 3, 723, 96, 338, 296, 2, 2
1758353404547, 3, 4, 728, 96, 350, 285, 2, 2
1758353404547, 4, 4, 731, 92, 338, 285, 8, 3
1758353404547, 4, 5, 728, 94, 337, 288, 2, 4
1758353404547, 2, 20, 728, 96, 341, 287, 2, 3
1758353404547, 5, 8, 725, 94, 343, 287, 2, 3
1758353404547, 3, 23, 728, 96, 350, 295, 2, 3
1758353404547, 7, 24, 728, 103, 339, 287, 2, 3
1758353404560, 6, 10, 732, 95, 341, 288, 1, 4
1758353404560, 1, 10, 731, 99, 339, 285, 0, 4
1758353404560, 4, 12, 734, 101, 340, 287, 1, 4
1758353404560, 8, 9, 725, 97, 336, 285, 2, 2
1758353404560, 5, 8, 728, 96, 336, 287, 2, 9
1758353404560, 4, 7, 733, 98, 338, 285, 2, 4
1758353404560, 3, 5, 733, 95, 339, 286, 2, 3
1758353404560, 2, 4, 733, 96, 339, 288, 1, 3
1758353404560, 3, 2, 723, 96, 341, 289, 1, 3
1758353404560, 1, 4, 728, 97, 339, 286, 2, 3
1758353404560, 2, 4, 732, 98, 347, 289, 2, 3
1758353404560, 4, 18, 730, 97, 336, 288, 3, 3
1758353404560, 8, 6, 725, 96, 339, 288, 2, 3
1758353404560, 4, 13, 725, 98, 336, 289, 2, 2
1758353404575, 2, 6, 728, 96, 340, 293, 2, 3
1758353404575, 3, 5, 738, 96, 341, 288, 2, 3
1758353404575, 3, 20, 736, 98, 340, 285, 2, 7
1758353404575, 4, 9, 735, 97, 340, 285, 1, 3
1758353404575, 5, 9, 728, 96, 340, 287, 2, 3
1758353404575, 3, 23, 727, 95, 339, 293, 2, 3
1758353404575, 5, 26, 732, 98, 342, 292, 2, 3
1758353404575, 6, 11, 733, 100, 341, 292, 2, 3
1758353404575, 5, 9, 731, 97, 340, 288, 1, 3
1758353404575, 0, 8, 730, 97, 340, 288, 1, 4
1758353404575, 3, 7, 728, 101, 339, 290, 1, 3
1758353404575, 3, 20, 728, 96, 342, 290, 2, 3
1758353404575, 4, 7, 732, 98, 340, 288, 2, 3
1758353404575, 4, 4, 735, 102, 342, 288, 1, 3
1758353404575, 1, 3, 733, 94, 342, 294, 2, 3
1758353404588, 3, 16, 727, 97, 340, 290, 2, 3
1758353404588, 2, 12, 727, 96, 339, 291, 2, 2
1758353404588, 3, 4, 736, 96, 337, 290, 1, 5
1758353404588, 2, 4, 728, 94, 339, 291, 2, 3
1758353404588, 4, 4, 731, 94, 343, 287, 1, 3
1758353404588, 5, 18, 731, 93, 338, 288, 2, 3
1758353404588, 4, 22, 730, 97, 342, 290, 2, 4
1758353404588, 6, 8, 731, 98, 343, 290, 1, 3
1758353404588, 3, 12, 730, 96, 339, 288, 2, 3
1758353404588, 5, 9, 728, 98, 343, 287, 2, 3
1758353404588, 5, 23, 728, 99, 343, 288, 2, 3
1758353404588, 4, 12, 731, 94, 339, 289, 1, 3
1758353404601, 5, 10, 725, 98, 343, 287, 2, 4
1758353404601, 6, 8, 735, 98, 340, 291, 1, 3
1758353404601, 3, 7, 728, 95, 339, 288, 2, 3
1758353404601, 5, 23, 723, 96, 341, 290, 1, 3
1758353404601, 14, 8, 723, 95, 341, 288, 2, 3
1758353404601, 3, 7, 732, 97, 338, 290, 1, 3
1758353404601, 2, 3, 729, 96, 341, 293, 0, 3
1758353404601, 0, 4, 727, 96, 339, 288, 2, 3
1758353404601, 3, 4, 728, 95, 339, 293, 5, 8
1758353404601, 5, 3, 731, 96, 339, 288, 3, 3
1758353404601, 2, 3, 729, 96, 339, 291, 1, 9
1758353404601, 4, 4, 733, 97, 339, 294, 2, 3
1758353404601, 3, 5, 731, 95, 345, 295, 0, 4
1758353404601, 4, 4, 728, 97, 339, 290, 2, 3
1758353404615, 0, 5, 728, 101, 338, 291, 11, 3
1758353404615, 8, 11, 731, 97, 338, 296, 2, 3
1758353404615, 9, 7, 723, 96, 341, 287, 1, 3
1758353404615, 5, 8, 730, 103, 339, 294, 2, 4
1758353404615, 6, 8, 731, 96, 339, 288, 1, 3
1758353404615, 5, 10, 744, 97, 340, 288, 3, 2
1758353404615, 3, 9, 727, 96, 337, 291, 2, 3
1758353404615, 5, 8, 734, 94, 341, 290, 3, 4
1758353404615, 8, 8, 725, 97, 352, 293, 1, 3
1758353404615, 0, 8, 736, 97, 339, 302, 1, 3
1758353404615, 11, 6, 741, 97, 337, 289, 1, 3
1758353404615, 2, 6, 737, 97, 336, 292, 2, 2
1758353404615, 1, 5, 735, 97, 341, 290, 6, 3
1758353404629, 1, 3, 728, 97, 337, 289, 2, 3
1758353404629, 2, 4, 735, 97, 339, 292, 2, 3
1758353404629, 3, 3, 727, 97, 342, 289, 3, 2
1758353404629, 7, 3, 736, 99, 335, 292, 2, 3
1758353404629, 3, 5, 727, 97, 339, 293, 2, 10
1758353404629, 1, 5, 733, 98, 339, 290, 2, 2
1758353404629, 4, 4, 727, 97, 336, 293, 2, 3
1758353404629, 3, 5, 727, 96, 339, 291, 2, 3
1758353404629, 4, 6, 725, 99, 334, 290, 2, 3
1758353404629, 3, 8, 747, 97, 341, 295, 2, 3
1758353404629, 3, 22, 735, 98, 343, 294, 4, 3
1758353404629, 4, 10, 740, 99, 335, 291, 2, 3
1758353404629, 0, 24, 725, 102, 344, 290, 9, 3
1758353404629, 4, 11, 726, 100, 339, 292, 2, 4
1758353404629, 5, 9, 727, 104, 337, 293, 1, 3
1758353404642, 7, 7, 739, 96, 342, 292, 3, 4
1758353404642, 5, 7, 735, 95, 337, 291, 2, 4
1758353404642, 3, 5, 735, 97, 337, 291, 1, 3
1758353404642, 3, 4, 731, 103, 340, 292, 2, 3
1758353404642, 4, 11, 732, 97, 341, 294, 2, 3
1758353404642, 3, 4, 731, 96, 339, 290, 2, 3
1758353404642, 4, 4, 736, 98, 338, 292, 1, 3
1758353404642, 3, 4, 727, 96, 343, 291, 2, 2
1758353404642, 6, 18, 731, 99, 340, 292, 1, 4
1758353404642, 3, 5, 727, 96, 337, 290, 1, 3
1758353404642, 2, 4, 727, 96, 340, 294, 1, 3
1758353404642, 1, 4, 731, 98, 341, 291, 2, 2
1758353404642, 2, 20, 748, 95, 342, 294, 1, 3
1758353404656, 1, 8, 727, 96, 339, 295, 7, 6
1758353404656, 4, 7, 736, 95, 342, 296, 3, 3
1758353404656, 5, 8, 734, 100, 340, 295, 2, 3
1758353404656, 6, 10, 732, 98, 341, 293, 6, 5
1758353404656, 3, 9, 735, 98, 337, 291, 2, 3
1758353404656, 3, 9, 732, 107, 339, 295, 2, 4
1758353404656, 1, 8, 741, 98, 342, 291, 2, 3
1758353404656, 3, 7, 732, 96, 337, 294, 2, 3
1758353404656, 1, 23, 729, 96, 343, 296, 2, 3
1758353404656, 2, 7, 731, 94, 341, 294, 2, 3
1758353404656, 3, 20, 731, 95, 340, 293, 2, 3
1758353404656, 1, 15, 731, 96, 337, 295, 1, 3
1758353404656, 4, 20, 731, 96, 340, 291, 1, 3
1758353404669, 4, 6, 726, 97, 337, 295, 1, 3
1758353404669, 1, 19, 727, 96, 340, 293, 1, 4
1758353404669, 3, 5, 729, 97, 344, 291, 0, 3
1758353404669, 4, 4, 731, 96, 337, 293, 1, 3
1758353404669, 5, 4, 727, 99, 339, 294, 1, 2
1758353404669, 2, 4, 735, 107, 338, 291, 1, 3
1758353404669, 5, 6, 737, 99, 339, 295, 3, 4
1758353404669, 4, 6, 727, 101, 339, 293, 2, 2
1758353404669, 6, 7, 726, 97, 342, 301, 1, 3
1758353404669, 4, 23, 732, 99, 343, 294, 2, 3
1758353404669, 3, 10, 732, 98, 338, 291, 2, 3
1758353404669, 6, 9, 728, 99, 343, 291, 2, 3
1758353404669, 6, 9, 735, 98, 343, 295, 2, 4
1758353404683, 0, 8, 732, 97, 343, 304, 1, 3
1758353404683, 3, 22, 735, 96, 342, 291, 1, 4
1758353404683, 3, 24, 735, 106, 342, 293, 2, 2
1758353404683, 4, 8, 733, 103, 343, 291, 2, 2
1758353404683, 6, 5, 731, 99, 345, 291, 2, 3
1758353404683, 2, 4, 735, 99, 343, 291, 2, 3
1758353404683, 4, 3, 731, 98, 339, 294, 8, 3
1758353404683, 5, 4, 732, 101, 343, 291, 2, 2
1758353404683, 4, 3, 735, 97, 340, 291, 1, 3
1758353404683, 1, 4, 735, 100, 342, 295, 2, 3
1758353404683, 3, 4, 732, 99, 339, 290, 1, 3
1758353404683, 3, 3, 731, 98, 343, 291, 1, 2
1758353404683, 1, 4, 727, 99, 337, 295, 2, 3
1758353404683, 3, 5, 734, 99, 338, 295, 2, 3
1758353404683, 5, 6, 735, 99, 342, 296, 2, 2
1758353404697, 6, 6, 735, 101, 343, 295, 1, 4
1758353404697, 4, 8, 737, 101, 339, 295, 2, 12
1758353404697, 5, 9, 731, 103, 348, 299, 3, 3
1758353404697, 4, 9, 735, 102, 340, 294, 3, 12
1758353404697, 11, 9, 735, 101, 338, 296, 11, 3
1758353404697, 5, 9, 729, 99, 339, 295, 2, 3
1758353404697, 3, 8, 732, 104, 341, 291, 1, 4
1758353404697, 0, 7, 734, 98, 342, 295, 2, 4
1758353404697, 3, 5, 735, 100, 344, 293, 2, 2
1758353404697, 3, 11, 732, 102, 340, 299, 3, 3
1758353404697, 3, 5, 729, 102, 339, 298, 2, 4
1758353404697, 3, 3, 735, 103, 339, 293, 2, 10
1758353404697, 3, 3, 739, 100, 342, 291, 2, 3
1758353404711, 4, 3, 739, 101, 339, 298, 2, 2
1758353404711, 2, 5, 739, 105, 339, 294, 2, 3
1758353404711, 8, 3, 731, 102, 343, 293, 2, 3
1758353404711, 4, 5, 734, 103, 339, 292, 2, 5
1758353404711, 3, 5, 729, 102, 343, 295, 1, 3
1758353404711, 2, 4, 731, 103, 350, 291, 1, 3
1758353404711, 4, 6, 731, 102, 340, 295, 1, 3
1758353404711, 4, 21, 729, 102, 342, 291, 2, 3
1758353404711, 3, 10, 732, 100, 339, 291, 2, 6
1758353404711, 5, 8, 727, 102, 343, 295, 2, 3
1758353404711, 9, 12, 729, 102, 338, 294, 8, 3
1758353404711, 6, 9, 735, 101, 341, 293, 2, 4
1758353404711, 3, 23, 731, 110, 339, 292, 1, 2
1758353404711, 0, 10, 735, 101, 343, 291, 4, 4
1758353404711, 2, 21, 735, 100, 339, 295, 2, 4
1758353404725, 2, 7, 735, 102, 343, 291, 1, 6
1758353404725, 2, 5, 732, 100, 342, 294, 2, 3
1758353404725, 5, 3, 735, 102, 342, 291, 2, 3
1758353404725, 11, 19, 742, 102, 339, 295, 2, 3
1758353404725, 3, 13, 734, 103, 347, 291, 2, 3
1758353404725, 3, 4, 735, 103, 339, 291, 2, 3
1758353404725, 2, 4, 742, 101, 342, 294, 2, 3
1758353404725, 6, 4, 736, 103, 339, 294, 2, 4
1758353404725, 12, 3, 735, 103, 339, 295, 2, 7
1758353404725, 5, 19, 736, 103, 339, 294, 2, 2
1758353404725, 4, 7, 735, 99, 340, 293, 2, 5
1758353404725, 0, 21, 734, 101, 339, 293, 2, 3
1758353404725, 6, 9, 732, 100, 339, 295, 3, 3
1758353404738, 5, 8, 735, 102, 341, 300, 2, 3
1758353404738, 4, 23, 732, 103, 339, 294, 4, 3
1758353404738, 4, 12, 748, 103, 343, 292, 3, 3
1758353404738, 3, 9, 742, 103, 340, 300, 3, 10
1758353404738, 5, 7, 733, 102, 340, 299, 2, 4
1758353404738, 7, 7, 736, 102, 340, 292, 2, 3
1758353404738, 0, 7, 735, 106, 342, 294, 2, 3
1758353404738, 2, 6, 734, 103, 340, 297, 2, 10
1758353404738, 11, 11, 731, 101, 340, 294, 3, 6
1758353404738, 4, 19, 734, 100, 341, 292, 2, 3
1758353404738, 3, 17, 738, 102, 343, 297, 9, 3
1758353404738, 4, 6, 735, 102, 338, 297, 0, 3
1758353404738, 2, 4, 729, 101, 337, 305, 2, 3
